Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip,LAT,LONG,isGovernment,isSatellite,Facility Type,Specialties,Conditions,Registered Outsourcer,Accreditations,URL
KAISER ONCOLOGY PHARMACY #520,LSC 99395,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RIVERSIDE,CA,RIVERSIDE,92505,33.936193,-117.493881,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #573,LSC 99472,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ANTIOCH,CA,CONTRA COSTA,94531,37.965765,-121.775818,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #598,LSC 101354,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ROSEVILLE,CA,PLACER,95661,38.741074,-121.247693,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #680,LSC 101264,Sterile Compounding Pharmacy,CLEAR,2025-11-01,STOCKTON,CA,SAN JOAQUIN,95210,38.030177,-121.297912,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #854,LSC 101148,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MODESTO,CA,STANISLAUS,95356,37.718023,-121.032714,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHARMACY #868,LSC 101544,Sterile Compounding Pharmacy,CLEAR,2025-11-01,PALM DESERT,CA,RIVERSIDE,92211,33.765401,-116.334205,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHRMCY #081,LSC 99566,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BELLFLOWER,CA,LOS ANGELES,90706,33.887821,-118.127250,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHRMCY #170,LSC 99492,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FONTANA,CA,SAN BERNARDINO,92335,34.085972,-117.464597,False,False,Medical Facility,,,,,
KAISER ONCOLOGY PHRMCY #638,LSC 99526,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN JOSE,CA,SANTA CLARA,95119,37.230327,-121.785227,False,False,Medical Facility,,,,,
KAISER PERMANENTE HOME INFUSION PHARMACY #620,LSC 101867,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SACRAMENTO,CA,SACRAMENTO,95838,38.645723,-121.445254,False,False,Medical Facility,,,,,
KAISER PERMANENTE ONCOLOGY PHARMACY #014C,LSC 101708,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOS ANGELES,CA,LOS ANGELES,90027,34.127194,-118.295647,False,False,Medical Facility,,,,,
KAISER PERMANENTE ONCOLOGY PHARMACY #168,LSC 101681,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FREMONT,CA,ALAMEDA,94538,37.501368,-121.956753,False,False,Medical Facility,,,,,
KAISER PERMANENTE ONCOLOGY PHARMACY #379,LSC 101665,Sterile Compounding Pharmacy,CLEAR,2025-11-01,REDWOOD CITY,CA,SAN MATEO,94063,37.493297,-122.195535,False,False,Medical Facility,,,,,
KAISER PERMANENTE ONCOLOGY PHARMACY #675,LSC 101666,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VACAVILLE,CA,SOLANO,95688,38.408571,-122.022775,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #005C,LSC 99821,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOS ANGELES,CA,LOS ANGELES,90027,34.127194,-118.295647,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #122C,LSC 101587,Sterile Compounding Pharmacy,CLEAR,2025-11-01,HARBOR CITY,CA,LOS ANGELES,90710,33.799904,-118.298661,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #162,LSC 100874,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FONTANA,CA,SAN BERNARDINO,92335,34.085972,-117.464597,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #171,LSC 101362,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ONTARIO,CA,SAN BERNARDINO,91761,34.035602,-117.591528,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #181,LSC 100176,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BERKELEY,CA,ALAMEDA,94710,37.863914,-122.306465,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #221,LSC 99802,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN DIEGO,CA,SAN DIEGO,92120,32.794714,-117.071764,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #252,LSC 100630,Sterile Compounding Pharmacy,CLEAR,2025-11-01,PANORAMA CITY,CA,LOS ANGELES,91402,34.222506,-118.444689,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #257C,LSC 101360,Sterile Compounding Pharmacy,CLEAR,2025-11-01,PANORAMA,CA,LOS ANGELES,91402,34.222506,-118.444689,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #260C,LSC 100634,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LANCASTER,CA,LOS ANGELES,93534,34.713292,-118.152920,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #271C,LSC 101173,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA CLARITA,CA,LOS ANGELES,91355,34.439855,-118.644401,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #305C - RM 4644,LSC 101065,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOS ANGELES,CA,LOS ANGELES,90034,34.030578,-118.399613,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #363C,LSC 100819,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ANAHEIM,CA,ORANGE,92806,33.837960,-117.870494,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #374C,LSC 100761,Sterile Compounding Pharmacy,CLEAR,2025-11-01,IRVINE,CA,ORANGE,92618,33.666942,-117.732094,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #376,LSC 99961,Sterile Compounding Pharmacy,CLEAR,2025-11-01,ORANGE,CA,ORANGE,92868,33.788145,-117.876550,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #398,LSC 101107,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN RAFAEL,CA,MARIN,94903,38.022366,-122.555605,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #401,LSC 99751,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WOODLAND HILLS,CA,LOS ANGELES,91367,34.177311,-118.615704,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #414,LSC 99345,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SANTA CLARA,CA,SANTA CLARA,95051,37.348640,-121.984373,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #514,LSC 99814,Sterile Compounding Pharmacy,CLEAR,2025-11-01,WALNUT CREEK,CA,CONTRA COSTA,94596,37.889098,-122.037553,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #524C,LSC 101833,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MURRIETA,CA,RIVERSIDE,92563,33.580016,-117.147360,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #531C,LSC 101737,Sterile Compounding Pharmacy,CLEAR,2025-11-01,MORENO VALLEY,CA,RIVERSIDE,92555,33.889702,-117.113427,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #551C,LSC 100786,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BALDWIN PARK,CA,LOS ANGELES,91706,34.097410,-117.968269,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #607,LSC 99875,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SACRAMENTO,CA,SACRAMENTO,95823,38.474099,-121.443454,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #612,LSC 99850,Sterile Compounding Pharmacy,CLEAR,2025-11-01,BAKERSFIELD,CA,KERN,93301,35.384336,-119.020562,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #612T2,LSC 101903,Sterile Compounding Pharmacy,CLEAR,2025-03-17,BAKERSFIELD,CA,KERN,93301,35.384336,-119.020562,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #889C,LSC 101144,Sterile Compounding Pharmacy,CLEAR,2025-11-01,VENTURA,CA,VENTURA,93003,34.283668,-119.223196,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #922,LSC 100180,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN LEANDRO,CA,ALAMEDA,94577,37.713275,-122.167350,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHARMACY #979,LSC 101208,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SACRAMENTO,CA,SACRAMENTO,95814,38.580568,-121.495590,False,False,Medical Facility,,,,,
KAISER PERMANENTE PHY #193,LSC 99962,Sterile Compounding Pharmacy,CLEAR,2025-11-01,FONTANA,CA,SAN BERNARDINO,92337,34.049809,-117.470613,False,False,Medical Facility,,,,,
KAISER ZION ONCOLOGY PHARMACY #202C,LSC 101561,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN DIEGO,CA,SAN DIEGO,92120,32.794714,-117.071764,False,False,Medical Facility,,,,,
KAWEAH HEALTH ACEQUIA WING SATALITE PHARMACY,LSE 100586,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,VISALIA,CA,TULARE,93291,36.391777,-119.372842,True,False,Medical Facility,,,,,
KAWEAH HEALTH HOME INFUSION PHARMACY,LSE 100168,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,VISALIA,CA,TULARE,93291,36.391777,-119.372842,True,False,Medical Facility,,,,,
KAWEAH HEALTH MEDICAL CENTER PHARMACY,LSE 100102,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,VISALIA,CA,TULARE,93291,36.391777,-119.372842,True,False,Medical Facility,,,,,
KECK HOSPITAL OF USC - ARCADIA TREATMENT CENTER,LSC 101647,Sterile Compounding Pharmacy,CLEAR,2026-01-01,ARCADIA,CA,LOS ANGELES,91006,34.136258,-118.026704,False,False,Medical Facility,,,,,
KECK HOSPITAL OF USC - NORRIS HEALTHCARE CENTER PHARMACY,LSC 101649,Sterile Compounding Pharmacy,CLEAR,2026-01-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,False,False,Medical Facility,,,,,
KECK HOSPITAL OF USC 4TH FLOOR OR PHARMACY,LSC 101653,Sterile Compounding Pharmacy,CLEAR,2026-01-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,False,False,Medical Facility,,,,,
KECK HOSPITAL OF USC 9TH FLOOR PHARMACY,LSC 101651,Sterile Compounding Pharmacy,CLEAR,2026-01-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,False,False,Medical Facility,,,,,
KECK HOSPITAL OF USC MAIN PHARMACY,LSC 101654,Sterile Compounding Pharmacy,CLEAR,2026-01-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,False,False,Medical Facility,,,,,
KECK MEDICINE OF USC-NEWPORT PHARMACY,LSC 101741,Sterile Compounding Pharmacy,CLEAR,2025-08-01,NEWPORT BEACH,CA,ORANGE,92663,33.623208,-117.933903,False,False,Medical Facility,,,,,
KENTFIELD HOSPITAL,LSC 99964,Sterile Compounding Pharmacy,CLEAR,2025-07-01,KENTFIELD,CA,MARIN,94904,37.945512,-122.560120,False,False,Medical Facility,,,,,
KENTFIELD HOSPITAL SAN FRANCISCO,LSC 100949,Sterile Compounding Pharmacy,CLEAR,2025-07-01,SAN FRANCISCO,CA,SAN FRANCISCO,94117,37.769436,-122.447662,False,False,Medical Facility,,,,,
KERN MEDICAL CENTER PHARMACY RM 1150,LSE 100978,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,BAKERSFIELD,CA,KERN,93306,35.468183,-118.779649,True,False,Medical Facility,,,,,
KERN VALLEY HEALTHCARE DISTRICT,LSE 99321,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LAKE ISABELLA,CA,KERN,93240,35.617546,-118.452285,True,False,Medical Facility,,,,,
KINDRED HOSPITAL BALDWIN PARK,LSC 101720,Sterile Compounding Pharmacy,CLEAR,2025-12-01,BALDWIN PARK,CA,LOS ANGELES,91706,34.097410,-117.968269,False,False,Medical Facility,,,,,
KINDRED HOSPITAL BREA,LSC 101730,Sterile Compounding Pharmacy,CLEAR,2025-12-01,BREA,CA,ORANGE,92821,33.927561,-117.887086,False,False,Medical Facility,,,,,
KINDRED HOSPITAL LA MIRADA,LSC 101726,Sterile Compounding Pharmacy,CLEAR,2025-12-01,LA MIRADA,CA,LOS ANGELES,90638,33.902045,-118.008961,False,False,Medical Facility,,,,,
KINDRED HOSPITAL LOS ANGELES,LSC 101718,Sterile Compounding Pharmacy,CLEAR,2025-12-01,LOS ANGELES,CA,LOS ANGELES,90056,33.988047,-118.370361,False,False,Medical Facility,,,,,
KINDRED HOSPITAL ONTARIO,LSC 101727,Sterile Compounding Pharmacy,CLEAR,2025-12-01,ONTARIO,CA,SAN BERNARDINO,91764,34.074087,-117.605618,False,False,Medical Facility,,,,,
KINDRED HOSPITAL PARAMOUNT,LSC 101721,Sterile Compounding Pharmacy,CLEAR,2025-12-01,PARAMOUNT,CA,LOS ANGELES,90723,33.898883,-118.166629,False,False,Medical Facility,,,,,
KINDRED HOSPITAL RANCHO,LSC 101724,Sterile Compounding Pharmacy,CLEAR,2025-12-01,RANCHO CUCAMONGA,CA,SAN BERNARDINO,91730,34.100970,-117.578820,False,False,Medical Facility,,,,,
KINDRED HOSPITAL RIVERSIDE,LSC 101723,Sterile Compounding Pharmacy,CLEAR,2025-12-01,PERRIS,CA,RIVERSIDE,92571,33.828396,-117.207660,False,False,Medical Facility,,,,,
KINDRED HOSPITAL SAN DIEGO,LSC 101725,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SAN DIEGO,CA,SAN DIEGO,92104,32.741501,-117.127948,False,False,Medical Facility,,,,,
KINDRED HOSPITAL SAN FRANCISCO BAY AREA,LSC 101716,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SAN LEANDRO,CA,ALAMEDA,94577,37.713275,-122.167350,False,False,Medical Facility,,,,,
KINDRED HOSPITAL SAN GABRIEL VALLEY,LSC 101717,Sterile Compounding Pharmacy,CLEAR,2025-12-01,WEST COVINA,CA,LOS ANGELES,91791,34.061624,-117.892235,False,False,Medical Facility,,,,,
KINDRED HOSPITAL SANTA ANA,LSC 101719,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SANTA ANA,CA,ORANGE,92706,33.765301,-117.881976,False,False,Medical Facility,,,,,
KINDRED HOSPITAL SOUTH BAY,LSC 101722,Sterile Compounding Pharmacy,CLEAR,2025-12-01,GARDENA,CA,LOS ANGELES,90247,33.890853,-118.297967,False,False,Medical Facility,,,,,
KINDRED HOSPITAL WESTMINSTER,LSC 101729,Sterile Compounding Pharmacy,CLEAR,2025-12-01,WESTMINSTER,CA,ORANGE,92682,,,False,False,Medical Facility,,,,,
LA JOLLA DISCOUNT PHARMACY,LSC 99245,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LA JOLLA,CA,SAN DIEGO,92037,32.856347,-117.250058,False,False,Medical Facility,,,,,
LA PALMA INTERCOMMUNITY HOSPITAL,LSC 101606,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LA PALMA,CA,ORANGE,90623,33.850616,-118.039565,False,False,Medical Facility,,,,,
LA PALMA INTERCOMMUNITY HOSPITAL,LSC 101736,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LA PALMA,CA,ORANGE,90623,33.850616,-118.039565,False,False,Medical Facility,,,,,
LAC HARBOR UCLA MEDICAL CENTER PHARMACY 3RD FLOOR SATELLITE,LSE 100195,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,True,False,Medical Facility,,,,,
LAC HARBOR UCLA MEDICAL CENTER PHARMACY 6TH FLOOR SATELLITE,LSE 100196,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,True,False,Medical Facility,,,,,
LAC HARBOR UCLA MEDICAL CENTER PHARMACY MAIN PHARMACY,LSE 100193,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,True,False,Medical Facility,,,,,
LAC HARBOR UCLA MEDICAL CENTER PHARMACY SE 1H09,LSE 100468,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,True,False,Medical Facility,,,,,
LEE SILSBY COMPOUNDING PHARMACY,NSC 101846,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-07-01,BEACHWOOD,OH,,44122,41.469494, -81.512442,False,False,Sterile Compounding Pharmacy,"Anti-Viral Medications, Anti-Aging, Antifungal Medications, Hormone Replacement Therapy (HRT), Chelation, Dentistry, Dermatology, Pain Management, Pediatrics, Podiatry, Veterinary, Wellness, IV Vitamin Therapy","Chronic Fatigue Syndrome, Crohn's Disease, Colitis, Addiction, Autism, Erectile Dysfunction, Fibromyalgia, Fissures, Hirsutism, Infertility, Lyme Disease, Methylation, Nail Fungus, Oral Mucositis, PANDAS, Rosacea, Shingles, Skin Lightening, Warts, Wound Care",False,,https://leesilsby.com
LLUMC - EAST CAMPUS HOSPITAL PHARMACY,LSC 100286,Sterile Compounding Pharmacy,CLEAR,2025-02-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,LSC 101638,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL PHARMACY,LSC 100716,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL PHARMACY (NICU-3RD),LSC 100715,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY CHILDRENS HOSPITAL,LSC 101156,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY CHILDRENS HOSPITAL PEDIATRIC HEMATOLOGY/ONC,LSC 100953,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN BERNARDINO,CA,SAN BERNARDINO,92408,34.083458,-117.270016,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY HOSPITAL PHARMACY- 14TH FLOOR,LSC 101637,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY HOSPITAL PHARMACY-3RD FLOOR,LSC 101642,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY HOSPITAL PHARMACY-6TH FLOOR,LSC 101640,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY HOSPITAL PHARMACY-ADULT CANCER CENTER,LSC 100420,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY HOSPITAL PHARMACY-BASEMENT,LSC 101641,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - HOSPITAL PHARMACY (2ND FLO,LSC 100419,Sterile Compounding Pharmacy,CLEAR,2025-11-01,LOMA LINDA,CA,SAN BERNARDINO,92354,34.051177,-117.248563,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,LSC 100579,Sterile Compounding Pharmacy,CLEAR,2025-12-01,MURRIETA,CA,RIVERSIDE,92563,33.580016,-117.147360,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER ADULT INFUSION PHARMACY HIGH,LSC 100001,Sterile Compounding Pharmacy,CLEAR,2025-07-01,BEAUMONT,CA,RIVERSIDE,92223,33.948255,-116.987839,False,False,Medical Facility,,,,,
LOMA LINDA UNIVERSITY SURGICAL HOSPITAL,LSC 100604,Sterile Compounding Pharmacy,CLEAR,2025-02-01,REDLANDS,CA,SAN BERNARDINO,92373,34.011953,-117.159699,False,False,Medical Facility,,,,,
LOMPOC VALLEY MEDICAL CENTER,LSE 100003,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LOMPOC,CA,SANTA BARBARA,93436,34.595669,-120.352667,True,False,Medical Facility,,,,,
LOMPOC VALLEY MEDICAL CENTER HEMATOLOGY-ONCOLOGY PHARMACY,LSE 101590,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-03-01,LOMPOC,CA,SANTA BARBARA,93436,34.595669,-120.352667,True,False,Medical Facility,,,,,
LONG BEACH MEMORIAL MEDICAL CENTER,LSC 99890,Sterile Compounding Pharmacy,CLEAR,2025-04-01,LONG BEACH,CA,LOS ANGELES,90806,33.805401,-118.187701,False,False,Medical Facility,,,,,
LOS ANGELES COMMUNITY HOSPITAL AT NORWALK,LSC 101525,Sterile Compounding Pharmacy,CLEAR,2025-06-01,NORWALK,CA,LOS ANGELES,90650,33.906956,-118.082640,False,False,Medical Facility,,,,,
LOS ANGELES COMMUNITY HOSPITAL PHARMACY,LSC 101529,Sterile Compounding Pharmacy,CLEAR,2025-06-01,LOS ANGELES,CA,LOS ANGELES,90023,34.022502,-118.199613,False,False,Medical Facility,,,,,
LOS ANGELES COUNTY HIGH DESERT REGIONAL HEALTH CENTER PHARMACY,LSE 100512,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LANCASTER,CA,LOS ANGELES,93535,34.713656,-117.864660,True,False,Medical Facility,,,,,
LOS ANGELES GENERAL MEDICAL CENTER INPATIENT PHARMACY,LSE 100024,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,True,False,Medical Facility,,,,,
LOS ANGELES GENERAL MEDICAL CENTER INPATIENT PHARMACY,LSE 101211,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,True,False,Medical Facility,,,,,
LOS ANGELES GENERAL MEDICAL CENTER INPATIENT PHARMACY,LSE 101210,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,True,False,Medical Facility,,,,,
LOS ANGELES GENERAL MEDICAL CENTER INPATIENT PHARMACY,LSE 101149,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,True,False,Medical Facility,,,,,
LOS ANGELES GENERAL MEDICAL CENTER INPATIENT PHARMACY,LSE 100026,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,LOS ANGELES,CA,LOS ANGELES,90033,34.050380,-118.211991,True,False,Medical Facility,,,,,
LOS ROBLES HOSPITAL AND MEDICAL CENTER,LSC 101413,Sterile Compounding Pharmacy,CLEAR,2025-03-01,THOUSAND OAKS,CA,VENTURA,91360,34.212805,-118.882179,False,False,Medical Facility,,,,,
LPCH CHILDRENS HOME PHARMACY,LSC 100481,Sterile Compounding Pharmacy,CLEAR,2025-04-01,MENLO PARK,CA,SAN MATEO,94025,37.457524,-122.176542,False,False,Medical Facility,,,,,
LUCILE PACKARD CHILDREN'S HOSPITAL RM 2875 INPATIENT PHARMACY,LSC 100294,Sterile Compounding Pharmacy,CLEAR,2025-05-01,PALO ALTO,CA,SANTA CLARA,94304,37.374707,-122.181698,False,False,Medical Facility,,,,,
LUCILE SALTER PACKARD CHILDRENS HSP,LSC 101092,Sterile Compounding Pharmacy,CLEAR,2025-05-01,PALO ALTO,CA,SANTA CLARA,94304,37.374707,-122.181698,False,False,Medical Facility,,,,,
LUCILE SALTER PACKARD CHILDRENS HSP,LSC 101093,Sterile Compounding Pharmacy,CLEAR,2025-05-01,PALO ALTO,CA,SANTA CLARA,94304,37.374707,-122.181698,False,False,Medical Facility,,,,,
LUCILE SALTER PACKARD CHILDRENS HSP,LSC 101094,Sterile Compounding Pharmacy,CLEAR,2025-05-01,PALO ALTO,CA,SANTA CLARA,94304,37.374707,-122.181698,False,False,Medical Facility,,,,,
LUNDQUIST INSTITUTE FOR BIOMEDICAL INNOVATION,LSC 99417,Sterile Compounding Pharmacy,CLEAR,2025-09-01,TORRANCE,CA,LOS ANGELES,90502,33.833181,-118.292062,False,False,Medical Facility,,,,,
LYNNFIELD DRUG INC DBA FREEDOM FERTILITY PHARMACY,NSC 101281,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-12-01,BYFIELD,MA,,01922,42.757313, -70.914241,False,False,Sterile Compounding Pharmacy,Fertility,Infertility,False,URAC,https://www.freedomfertility.com
MAD RIVER COMMUNITY HOSPITAL PHARMACY,LSC 99418,Sterile Compounding Pharmacy,CLEAR,2025-08-01,ARCATA,CA,HUMBOLDT,95521,40.855694,-124.066898,False,False,Medical Facility,,,,,
MADERA COMMUNITY HOSPITAL,LSC 101930,Sterile Compounding Pharmacy,CLEAR,2025-03-17,MADERA,CA,MADERA,93637,36.918079,-120.185933,False,False,Medical Facility,,,,,
MAMMOTH HOSPITAL,LSE 100517,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,MAMMOTH LAKES,CA,MONO,93546,37.548799,-118.839818,True,False,Medical Facility,,,,,
MANDELL'S CLINICAL PHARMACY,NSC 100165,Nonresident Sterile Compounding Pharmacy,CLEAR,2025-10-01,SOMERSET,NJ,,08873,40.496619, -74.532009,False,False,Medical Facility,,,,,
MARIAN REGIONAL MEDICAL CENTER,LSC 101335,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SANTA MARIA,CA,SANTA BARBARA,93454,34.923013,-120.259463,False,False,Medical Facility,,,,,
MARIAN REGIONAL MEDICAL CENTER ARROYO GRANDE,LSC 101462,Sterile Compounding Pharmacy,CLEAR,2026-01-01,ARROYO GRANDE,CA,SAN LUIS OBISPO,93420,35.176043,-120.476694,False,False,Medical Facility,,,,,
"MARIN GENERAL HOSPITAL PHARMACY MAIN PHARMACY, 2ND FLOOR",LSC 100301,Sterile Compounding Pharmacy,CLEAR,2025-03-01,GREENBRAE,CA,MARIN,94904,37.945512,-122.560120,False,False,Medical Facility,,,,,
"MARIN GENERAL HOSPITAL PHARMACY SATELLITE PHARAMCY, 5TH FLOOR",LSC 100302,Sterile Compounding Pharmacy,CLEAR,2025-03-01,GREENBRAE,CA,MARIN,94904,37.945512,-122.560120,False,False,Medical Facility,,,,,
