Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip
MENIFEE GLOBAL MEDICAL CENTER MAIN PHARMACY,LSC 100206,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SUN CITY,California,RIVERSIDE,92585
MERCY GENERAL HOSPITAL,LSC 101308,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SACRAMENTO,California,SACRAMENTO,95819
MERCY HOSPITAL,LSC 101321,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",BAKERSFIELD,California,KERN,93301
MERCY HOSPITAL OF FOLSOM MAIN PHARMACY - LOWER LEVEL ROOM 170,LSC 101298,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",FOLSOM,California,SACRAMENTO,95630
MERCY MEDICAL CENTER MAIN PHARMACY - GARDEN LEVEL ROOM # 0165,LSC 101296,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",MERCED,California,MERCED,95340
MERCY MEDICAL CENTER MT SHASTA,LSC 101330,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",MT SHASTA,California,SISKIYOU,96067
MERCY MEDICAL CENTER REDDING,LSC 101338,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",REDDING,California,SHASTA,96001
MERCY SAN JUAN MEDICAL CENTER PHARMACY 1ST FLOOR IV ROOM,LSC 101297,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",CARMICHAEL,California,SACRAMENTO,95608
MERCY SOUTHWEST HOSPITAL,LSC 101320,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",BAKERSFIELD,California,KERN,93311
METHODIST HOSPITAL OF SACRAMENTO,LSC 101291,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SACRAMENTO,California,SACRAMENTO,95823
MID VALLEY HEALTH SERVICES,LSC 101713,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",CERES,California,STANISLAUS,95307
MILLS-PENINSULA HEALTH CENTER PHARMACY,LSC 101277,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN MATEO,California,SAN MATEO,94401
MILLS-PENINSULA MEDICAL CENTER PHARMACY,LSC 101252,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",BURLINGAME,California,SAN MATEO,94010
MISSION HEALTH CENTER  (Previous Name),SCP 101442,Satellite Compounding Pharmacy,CLEAR,"December 1, 2025",MISSION VIEJO,California,ORANGE,92691
MISSION COMMUNITY HOSPITAL MAIN PHARMACY IN BASEMENT,LSC 100599,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",PANORAMA CITY,California,LOS ANGELES,91402
MISSION HOPE INFUSION CENTER,LSC 101345,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SANTA MARIA,California,SANTA BARBARA,93454
MODEL DRUG,LSC 100592,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",PISMO BEACH,California,SAN LUIS OBISPO,93449
MODEL DRUG INC,LSC 99825,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",KINGSBURG,California,FRESNO,93631
MONROVIA MEMORIAL HOSPITAL,LSC 100020,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",MONROVIA,California,LOS ANGELES,91016
MONTCLAIR HOSPITAL MEDICAL CENTER,LSC 101385,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",MONTCLAIR,California,SAN BERNARDINO,91763
MONTEREY PARK HOSPITAL,LSC 100185,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",MONTEREY PARK,California,LOS ANGELES,91754
MOUNTAIN VIEW PHARMACEUTICALS,LSC 100881,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",LOMA LINDA,California,SAN BERNARDINO,92354
MOUNTAINS COMMUNITY HOSPITAL PHARMACY,LSC 100505,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",LAKE ARROWHEAD,California,SAN BERNARDINO,92352
NATIVIDAD MEDICAL CENTER 1ST FLOOR MAIN PHARMACY 1D018,LSE 100355,Sterile Compounding Pharmacy (Government Owned),CLEAR,"January 1, 2026",SALINAS,California,MONTEREY,93906
NORTH COUNTY ONCOLOGY,LSE 99839,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",OCEANSIDE,California,SAN DIEGO,92056
NORTHBAY MEDICAL CENTER PHARMACY,LSC 100578,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",FAIRFIELD,California,SOLANO,94533
NORTHBAY SPECIALTY PHARMACY,LSC 100962,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",VACAVILLE,California,SOLANO,95687
NORTHBAY VACAVALLEY HOSPITAL PHARMACY,LSC 100580,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",VACAVILLE,California,SOLANO,95687
NORTHERN INYO HOSPITAL PHARMACY,LSE 100218,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",BISHOP,California,INYO,93514
NORTHRIDGE HOSPITAL MEDICAL CENTER,LSC 101231,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",NORTHRIDGE,California,LOS ANGELES,91325
NORTHRIDGE HOSPITAL MEDICAL CENTER,LSC 101322,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",NORTHRIDGE,California,LOS ANGELES,91325
NOVATO COMMUNITY HOSPITAL - MAIL PHARMACY IV ROOM 2ND FLOOR,LSC 100340,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",NOVATO,California,MARIN,94945
NUTRISHARE LLC,LSC 101704,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",ELK GROVE,California,SACRAMENTO,95624
O'BRIEN PHARMACY,NSC 99166,Nonresident Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",MISSION,Kansas,OUT OF STATE,66205
O'CONNOR HOSPITAL,LSE 101353,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",SAN JOSE,California,SANTA CLARA,95128
OAK VALLEY HOSPITAL DISTRICT,LSE 100567,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",OAKDALE,California,STANISLAUS,95361
OJAI VALLEY COMMUNITY HOSPITAL,LSC 100401,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",OJAI,California,VENTURA,93023
OLIVE VIEW UCLA MED CTR PHY I,LSE 101492,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",SYLMAR,California,LOS ANGELES,91342
OMNICARE OF CERRITOS,LSC 100935,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",CERRITOS,California,LOS ANGELES,90703
OMNICARE OF HAYWARD,LSC 100937,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",HAYWARD,California,ALAMEDA,94545
OMNICARE OF NORTHERN CALIFORNIA,LSC 100914,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",LODI,California,SAN JOAQUIN,95240
OMNICARE OF SAN DIEGO,LSC 100913,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIEGO,California,SAN DIEGO,92121
OMNICARE OF SOUTHERN CALIFORNIA,LSC 100920,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",CANOGA PARK,California,LOS ANGELES,91304
OMNISCRIPT COMPOUNDING LLC,NSC 101972,Nonresident Sterile Compounding Pharmacy,CLEAR,"April 15, 2025",PHOENIX,Arizona,OUT OF STATE,85032
OPTION CARE,LSC 101427,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SUN VALLEY,California,LOS ANGELES,91352
OPTION CARE ENTERPRISES INC DBA OPTION CARE,LSC 101423,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",BAKERSFIELD,California,KERN,93313
"OPTUM PHARMACY 801, INC",NSC 101244,Nonresident Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",PHOENIX,Arizona,OUT OF STATE,85085
ORANGE COAST MEMORIAL MEDICAL CENTER,LSC 99915,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FOUNTAIN VALLEY,California,ORANGE,92708
ORANGE COUNTY GLOBAL MEDICAL CENTER,LSC 101751,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SANTA ANA,California,ORANGE,92705
OROVILLE HOSPITAL - MAIN PHARMACY,LSC 100404,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",OROVILLE,California,BUTTE,95966
OSO HOME CARE PHARMACY,LSC 99957,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",IRVINE,California,ORANGE,92614
OSO HOME CARE PHARMACY,LSC 101514,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",BURBANK,California,LOS ANGELES,91504
OSRX INC,NSC 101397,Nonresident Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",MISSOULA,Montana,OUT OF STATE,59801
OWL WESTERN PHARMACY,LSC 101926,Sterile Compounding Pharmacy,CLEAR,"February 15, 2025",COVINA,California,LOS ANGELES,91722
PACIFIC COMPOUNDING PHARMACY AND CONSULTATIONS INC,LSC 101838,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",STOCKTON,California,SAN JOAQUIN,95207
PACIFIC WEST PHARMACY INC,LSC 99108,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",ROCKLIN,California,PLACER,95677
PACIFICA HOSPITAL OF THE VALLEY,LSC 99883,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SUN VALLEY,California,LOS ANGELES,91352
PALMDALE REGIONAL MEDICAL CENTER INPATIENT PHARMACY,LSC 100577,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",PALMDALE,California,LOS ANGELES,93551
PALO VERDE HOSPITAL,LSE 100277,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",BLYTHE,California,RIVERSIDE,92225
PALOMAR MEDICAL CENTER PHARMACY,LSE 99930,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",ESCONDIDO,California,SAN DIEGO,92029
PALOMAR MEDICAL CENTER POWAY PHARMACY,LSE 99931,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",POWAY,California,SAN DIEGO,92025
PALOMAR MEDICAL CNTER ESCONDIDO INFUSION PHARMACY,SCE 101706,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"August 1, 2025",ESCONDIDO,California,SAN DIEGO,92029
PARADISE VALLEY HOSPITAL,LSC 101615,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",NATIONAL CITY,California,SAN DIEGO,91950
PARADISE VALLEY HOSPITAL,LSC 99969,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",NATIONAL CITY,California,SAN DIEGO,91950
PC AND MZ SAN FRANCISCO GEN HOSPITAL AND TRAUMA CTR INPT PHARMACY,LSE 100842,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94110
"PENTEC HEALTH, INC.",NSC 101887,Nonresident Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",BOOTHWYN,Pennsylvania,OUT OF STATE,19061
PETALUMA VALLEY HOSPITAL PHARMACY,LSC 101644,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",PETALUMA,California,SONOMA,94954
PETNET PHARMACEUTICAL,LSC 99462,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",SACRAMENTO,California,SACRAMENTO,95816
PETNET PHARMACEUTICAL,LSC 99463,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",CULVER CITY,California,LOS ANGELES,90230
PETNET PHARMACEUTICAL,LSC 100848,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",LOMA LINDA,California,SAN BERNARDINO,92354
PETNET PHARMACEUTICAL,LSC 101146,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",HAYWARD,California,ALAMEDA,94545
PHARMA101,LSC 101282,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SAN LUIS OBISPO,California,SAN LUIS OBISPO,93401
PHARMALABS LLC,NSC 100759,Nonresident Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",SAINT PETERSBURG,Florida,OUT OF STATE,33716
PHARMALOGIC LOS ANGELES,LSC 101875,Sterile Compounding Pharmacy,CLEAR,"February 15, 2025",LOS ANGELES,California,LOS ANGELES,90089
PHARMARX PHARMACEUTICAL INC,LSC 99658,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",CANOGA PARK,California,LOS ANGELES,91304
PHARMASCRIPT INC,NSC 101266,Nonresident Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",CHICAGO,Illinois,OUT OF STATE,60640
PHARMATRON A PHARMACY COMPANY,LSC 101388,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",CLOVIS,California,FRESNO,93611
PHARMERICA,LSC 101138,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",CYPRESS,California,ORANGE,90630
PHARMERICA,LSC 101139,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",FRESNO,California,FRESNO,93726
PHARMERICA,NSC 101131,Nonresident Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",INDIANAPOLIS,Indiana,OUT OF STATE,46250
PHARMERICA,LSC 101140,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",RIVERSIDE,California,RIVERSIDE,92507
PHARMERICA,LSC 101137,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SACRAMENTO,California,SACRAMENTO,95834
PHARMERICA,LSC 101133,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SAN DIEGO,California,SAN DIEGO,92126
PHARMERICA,LSC 101142,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",VENTURA,California,VENTURA,93003
PHARMERICA,LSC 101134,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",UNION CITY,California,ALAMEDA,94587
PHAST PHARMACY,LSC 101270,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",BAKERSFIELD,California,KERN,93301
PHILLIPS RANCH PHARMACY,LSC 101700,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SANTEE,California,SAN DIEGO,92071
PIH HEALTH DOWNEY HOSPITAL,LSC 100499,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",DOWNEY,California,LOS ANGELES,90241
PIH HEALTH GOOD SAMARITAN HOSPITAL,LSC 101547,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",LOS ANGELES,California,LOS ANGELES,90017
PIH HEALTH GOOD SAMARITAN HOSPITAL,LSC 101548,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",LOS ANGELES,California,LOS ANGELES,90017
PIH HEALTH GOOD SAMARITAN HOSPITAL 4TH FLOOR PHARMACY,LSC 101696,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",LOS ANGELES,California,LOS ANGELES,90017
PIH HEALTH WHITTIER HOSPITAL PHCY,LSC 100310,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",WHITTIER,California,LOS ANGELES,90602
PIH HEALTH WHITTIER HOSPITAL PHCY PLAZA TOWER MAIN PHARMACY,LSC 100397,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",WHITTIER,California,LOS ANGELES,90602
PIONEERS MEMORIAL HEALTHCARE DISTRICT,LSE 101117,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",BRAWLEY,California,IMPERIAL,92227
PIONEERS MEMORIAL HEALTHCARE DISTRICT MAIN PHARMACY,LSE 100354,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",BRAWLEY,California,IMPERIAL,92227
PLAZA HOME CARE PHARMACY INC,LSC 101207,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",PASADENA,California,LOS ANGELES,91105
POLARIS HOME INFUSION,LSC 101835,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",GLENDORA,California,LOS ANGELES,91740
POLARIS PHARMACY SERVICES,LSC 101775,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",LIVERMORE,California,ALAMEDA,94551
POLARIS PHARMACY SERVICES,LSC 101776,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",COVINA,California,LOS ANGELES,91772
POLARIS PHARMACY SERVICES,LSC 101862,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
POMONA VALLEY HOSPITAL MEDICAL CENTER CENTRAL PHARMACY #DB20P,LSC 101212,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",POMONA,California,LOS ANGELES,91767
POMONA VALLEY HOSPITAL MEDICAL CENTER SATELLITE PHARMACY #EC298A,LSC 101213,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",POMONA,California,LOS ANGELES,91767
PREFERRED EXCELLENT CARE,LSC 100545,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",GARDEN GROVE,California,ORANGE,92843
"PREMIER INFUSION AND HEALTHCARE SERVICES, INC.",LSC 100534,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",TORRANCE,California,LOS ANGELES,90502
PRIME HEALTHCARE SERVICES- ST. FRANCIS LLC,LSC 101672,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",LYNWOOD,California,LOS ANGELES,90262
PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,LSC 101870,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",TARZANA,California,LOS ANGELES,91356
PROVIDENCE HEALTH SYSTEM SOUTHERN CALIFORNIA DBA PROVIDENCE HOLY,LSC 100894,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",MISSION HILLS,California,LOS ANGELES,91345
PROVIDENCE HOLY CROSS MEDICAL CENTER PHARMACY,LSC 101434,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",MISSION HILLS,California,LOS ANGELES,91345
PROVIDENCE HOME INFUSION LA COUNTY,LSC 101662,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",BURBANK,California,LOS ANGELES,91504
PROVIDENCE HOME INFUSION ORANGE COUNTY,LSC 101593,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",ANAHEIM,California,ORANGE,92805
PROVIDENCE LITTLE COMPANY OF MARY MED CTR SAN PEDRO,LSC 101503,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",SAN PEDRO,California,LOS ANGELES,90732
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,LSC 101504,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",TORRANCE,California,LOS ANGELES,90503
PROVIDENCE MISSION HOSPITAL,LSC 101701,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",MISSION VIEJO,California,ORANGE,92691
PROVIDENCE MISSION HOSPITAL CANCER CENTER,SCP 101442,Satellite Compounding Pharmacy,CLEAR,"December 1, 2025",MISSION VIEJO,California,ORANGE,92691
PROVIDENCE MISSION HOSPITAL LAGUNA BEACH,LSC 99983,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",LAGUNA BEACH,California,ORANGE,92651
PROVIDENCE ONCOLOGY PHARMACY,LSC 101686,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SANTA MONICA,California,LOS ANGELES,90404
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,LSC 101124,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",NAPA,California,NAPA,94558
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,LSC 101150,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",FORTUNA,California,HUMBOLDT,95540
PROVIDENCE SAINT JOHN'S HEALTH CENTER- MAIN PHARMACY,LSC 100217,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SANTA MONICA,California,LOS ANGELES,90404
PROVIDENCE SAINT JOHN'S HEALTH CENTER- SATELLITE PHARMACY,LSC 100221,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SANTA MONICA,California,LOS ANGELES,90404
PROVIDENCE SAINT JOHNS HEALTH CENTER PHARMACY,LSC 101585,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SANTA MONICA,California,LOS ANGELES,90404
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LSC 99972,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",BURBANK,California,LOS ANGELES,91505
PROVIDENCE SAINT JOSEPH SATELLITE INFUSION PHARMACY,LSC 101037,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",BURBANK,California,LOS ANGELES,91505
PROVIDENCE ST JOSEPH HOSPITAL,LSC 101766,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",EUREKA,California,HUMBOLDT,95501
PROVIDENCE ST JOSEPH HOSPITAL PHARMACY INPATIENT PHARMACY,LSC 100006,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",ORANGE,California,ORANGE,92868
PROVIDENCE ST. JOSEPH HOSPITAL PHARMACY,LSC 100007,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",ORANGE,California,ORANGE,92868
QUADRACARE INC,LSC 100524,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",ALHAMBRA,California,LOS ANGELES,91803
RADY CHILDREN'S HOMECARE PHARMACY,LSC 101564,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SAN DIEGO,California,SAN DIEGO,92123
RANCHO LOS AMIGOS NAT. REHAB CTR HOSPITAL PHARMACY,LSE 101379,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",DOWNEY,California,LOS ANGELES,90242
RANCHO PARK PHARMACY,LSC 99663,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",LOS ANGELES,California,LOS ANGELES,90064
RANCHO SANTA FE PHARMACY,LSC 99773,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",RANCHO SANTA FE,California,SAN DIEGO,92067
REDLANDS COMMUNITY HOSPITAL,LSC 100029,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",REDLANDS,California,SAN BERNARDINO,92373
REGIONAL MEDICAL CENTER OF SAN JOSE,LSC 100406,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",SAN JOSE,California,SANTA CLARA,95116
"REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA, LLC",LSC 101171,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",RANCHO MIRAGE,California,RIVERSIDE,92270
RIDGECREST REGIONAL HOSPITAL,LSC 100820,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",RIDGECREST,California,KERN,93555
RIVER CITY PHARMACY INC DBA OPTION CARE,LSC 101426,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SACRAMENTO,California,SACRAMENTO,95816
RIVER'S EDGE PHARMACY,LSC 99513,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",PALM DESERT,California,RIVERSIDE,92211
RIVERSIDE COMMUNITY HOSPITAL CENTRAL PHARMACY I.V. ROOM,LSC 100265,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",RIVERSIDE,California,RIVERSIDE,92501
RLS USA INC,LSC 101598,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",SACRAMENTO,California,SACRAMENTO,95815
RLS USA INC,LSC 101599,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",SAN DIEGO,California,SAN DIEGO,92111
RLS USA INC,LSC 101596,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",SUNNYVALE,California,SANTA CLARA,94089
RLS USA INC,LSC 101603,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",FULLERTON,California,ORANGE,92831
RLS USA INC,LSC 101597,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",VAN NUYS,California,LOS ANGELES,91406
RON'S PHARMACY SERVICES,LSC 101966,Sterile Compounding Pharmacy,CLEAR,"February 15, 2025",SAN DIEGO,California,SAN DIEGO,92131
RONALD REAGAN UCLA MEDICAL CENTER 6TH FLOOR SATELLITE,LSE 100065,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",LOS ANGELES,California,LOS ANGELES,90095
RONALD REAGAN UCLA MEDICAL CENTER I.V. ADDITIVE SERVICE,LSE 100060,Sterile Compounding Pharmacy (Government Owned),CLEAR,"September 1, 2025",LOS ANGELES,California,LOS ANGELES,90095
RUHS - MC - INFUSION CENTER,LSE 100393,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",MORENO VALLEY,California,RIVERSIDE,92555
RUHS- MC- MAIN IV ROOM E1111,LSE 100392,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",MORENO VALLEY,California,RIVERSIDE,92555
RX UNLIMITED PHARMACY,LSC 101762,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",NORTH HILLS,California,LOS ANGELES,91343
SACRAMENTO REHABILITATION HOSPITAL,LSC 101814,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",SACRAMENTO,California,SACRAMENTO,95834
SADDLEBACK MEM MED CTR PHCY IND HSP,LSC 100479,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",LAGUNA HILLS,California,ORANGE,92653
SAINT AGNES MEDICAL CENTER CVOR PHARMACY SATELLITE (2ND FLOOR),LSC 100415,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT AGNES MEDICAL CENTER EMERGENCY ROOM SATELLITE PHARMACY,LSC 100417,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT AGNES MEDICAL CENTER PHARMACY 2 MAINIV COMPOUNDING PHARMACY,LSC 100413,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT AGNES MEDICAL CENTER PHARMACY 2 WEST SATELLITE PHARMACY,LSC 100411,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT AGNES MEDICAL CENTER PHARMACY 3 MAIN PHARMACY,LSC 100412,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT AGNES MEDICAL CENTER PHARMACY OR PHARMACY SATELLITE,LSC 100416,Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",FRESNO,California,FRESNO,93720
SAINT LOUISE REGIONAL HOSPITAL,LSE 101505,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",GILROY,California,SANTA CLARA,95020
SALINAS VALLEY MEMORIAL HOSPITAL PHARMACY,LSE 100014,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",SALINAS,California,MONTEREY,93901
SAN ANTONIO REGIONAL HOSPITAL,LSC 101857,Sterile Compounding Pharmacy,CLEAR,"February 1, 2026",UPLAND,California,SAN BERNARDINO,91786
SAN DIMAS COMMUNITY HOSPITAL,LSC 101458,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIMAS,California,LOS ANGELES,91773
SAN DIMAS COMMUNITY HOSPITAL,LSC 100032,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIMAS,California,LOS ANGELES,91773
SAN GABRIEL VALLEY MEDICAL CENTER,LSC 101470,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",SAN GABRIEL,California,LOS ANGELES,91776
SAN GORGONIO MEMORIAL HOSPITAL PHARMACY - FIRST FLOOR CENTRAL PHA,LSE 100509,Sterile Compounding Pharmacy (Government Owned),CLEAR,"October 1, 2025",BANNING,California,RIVERSIDE,92220
SAN JOAQUIN GENERAL HOSPITAL,LSE 101274,Sterile Compounding Pharmacy (Government Owned),CLEAR,"November 1, 2025",FRENCH CAMP,California,SAN JOAQUIN,95231
SAN JOAQUIN GENERAL HOSPITAL INPATIENT PHARMACY IV ROOM (A1477),LSE 100289,Sterile Compounding Pharmacy (Government Owned),CLEAR,"January 1, 2026",FRENCH CAMP,California,SAN JOAQUIN,95231
